Ancestors,Latitude,Longitude
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-Y2919>J-Y3442>J-Y3441>J-Y488231>J-Z18206>J-Z18207>J-FGC17157>J-ZS1581>J-ZS1585>J-ZS1576>J-ZS1575>J-ZS5604>J-Y125209>J-ZS5599>J-ZS5603>J-ZS10105>J-FGC86306>J-ZS10104>J-Z32306>J-ZS10107>J-BY26368>J-ZS10106,27.91460000,36.8014000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-Y2919>J-Y3442>J-Y3441>J-Y488231>J-Z18206>J-Z18207>J-FGC17157>J-ZS1581>J-ZS1585>J-ZS1576>J-ZS1575>J-ZS5604>J-Y125209>J-ZS5599>J-ZS5603>J-ZS10105>J-FGC86306>J-ZS10104>J-Z32306>J-ZS10107>J-BY26368>J-ZS10106,27.91460000,36.8014000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-YMA1>J-YMA10,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-YMA1>J-YMA10,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-YMA1>J-YMA10,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y362862,34.34210000,43.7294000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y362862,23.34320000,45.1404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-BY74276>J-BY74276*,13.42820000,43.7305000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-BY74276>J-FTB35305,14.92800000,43.2214000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-BY74276>J-FTB35305,24.92790000,39.4378000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y185155>J-Y339113,42.10330000,14.3997000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y185155>J-Y339113,42.10330000,14.3997000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y185155>J-Y185174>J-FT153006,42.10330000,14.3997000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y185155>J-Y185174>J-FT153006,42.10330000,14.3997000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y185155>J-Y185174>J-FTC20583,42.10330000,14.3997000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y185155>J-Y185174>J-FTC20583,42.10330000,14.3997000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-FGC14348>J-FGC14349>J-FGC14349*,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-FGC14348>J-FGC14349>J-FGC14343>J-BY160119,22.98750000,50.1714000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-FGC14348>J-ZS3927>J-BY62545>J-BY62545*,20.16050000,41.4165000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-FGC14348>J-ZS3927>J-BY62545>J-BY161107,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-FGC14348>J-ZS3927>J-ZS3929>J-BY68850,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-FGC14348>J-ZS3927>J-ZS3929>J-L1405,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FT244460,29.98010000,31.5788000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FT244460,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-YMA1462,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FT340844>J-FT340844*,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FT340844>J-Y207111,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FT340844>J-Y207111,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y309979>J-Y309979*,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y309979>J-FTB66242,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y309979>J-FTB66242,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y45150>J-FTA68379,23.34320000,45.1404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y45150>J-FT31033>J-Y14207,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y45150>J-FT31033>J-Y14207,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y45150>J-FT31033>J-Y312903>J-Y312903*,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y45150>J-FT31033>J-Y312903>J-Y345882,21.43480000,40.2542000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y45150>J-FT31033>J-Y312903>J-Y345882,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-FGC34217*,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-FGC34217*,21.43480000,40.2542000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-Y57357>J-Y57357*,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y200494,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y200494,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-Y209544*,20.16050000,41.4165000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-BY207114>J-Y164563,13.42820000,43.7305000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-BY207114>J-Y164563,13.42820000,43.7305000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-BY207114>J-Y226978>J-Y226978*,16.98760000,44.0404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-BY207114>J-Y226978>J-Y226986>J-Y226986*,16.98760000,44.0404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-BY207114>J-Y226978>J-Y226986>J-Y226986*,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-FGC34217>J-BY205751>J-Y209544>J-BY207114>J-Y226978>J-Y226986>J-FTB18357,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3844*,13.42820000,43.7305000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3820>J-ZS3820*,23.34320000,45.1404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3820>J-FT345374>J-FT345374*,14.05430000,44.2012000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3820>J-FT345374>J-FT345374*,13.18320000,44.6561000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3820>J-FT345374>J-FT345374*,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3820>J-FT345374>J-Y163614,33.30600000,44.3827000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-ZS3844>J-ZS3820>J-FT345374>J-Y163614,29.32430000,48.0306000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-PH1501*,29.25350000,48.0548000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY181921>J-Y331317,16.98760000,44.0404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY181921>J-Y331317,,
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY181921>J-BY181567>J-BY181567*,32.29320000,35.7610000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY181921>J-BY181567>J-FT381693,13.89650000,44.7937000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY181921>J-BY181567>J-FT381693,14.89650000,47.0989000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY55105>J-BY56165,,
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY55105>J-Y347146>J-Y347149>J-Y347149*,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY55105>J-Y347146>J-Y347149>J-Y347154,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-BY55105>J-Y347146>J-Y347149>J-Y347154,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTA56348>J-FTA57142,,
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTA56348>J-FTA57142,20.16050000,41.4165000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTA56348>J-YMA2147,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTA56348>J-YMA2147,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTB59994>J-FTB59972,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTB59994>J-FTB59972,27.23710000,15.1065000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTB59994>J-Y312443,14.68050000,44.2001000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FTA57171>J-FTB59994>J-Y312443,16.09380000,44.0107000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FT275522>J-FT275522*,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FT275522>J-FT275522*,19.34840000,42.9503000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FT275522>J-FT275522*,16.37790000,48.9133000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FT275522>J-FT230828,17.30280000,42.7260000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FT275522>J-FT230828>J-FT230828*,16.98760000,44.0404000
J1>J-Z2215>J-Z2217>J-L620>J-PF4816>J-L136>J-P58>J-CTS9721>J-Z643>J-Z1865>J-Z1853>J-Z2331>J-Z2324>J-Z2317>J-Z2313>J-YSC0000234>J-Z1884>J-FGC11>J-Y3014>J-Y6370>J-Y6369>J-PH1501>J-FT231657>J-FT275522>J-FT230828>J-Y227088>J-FT230447>J-FT231412>J-FT231412*,17.30280000,42.7260000
